ts,value
2001-05-25 19:15:00,23.299072908320934
2001-05-25 19:30:00,23.29906146274465
2001-05-25 19:45:00,23.299050017168366
2001-05-25 20:00:00,23.29903857159208
2001-05-25 20:15:00,23.299027126015794
2001-05-25 20:30:00,23.29901568043951
2001-05-25 20:45:00,23.299004234863226
2001-05-25 21:00:00,23.29899278928694
2001-05-25 21:15:00,23.298981343710658
2001-05-25 21:30:00,23.29896989813437
2001-05-25 21:45:00,23.298958452558086
2001-05-25 22:00:00,23.298947006981802
2001-05-25 22:15:00,23.298935561405518
2001-05-25 22:30:00,23.298924115829234
2001-05-25 22:45:00,23.29891267025295
2001-05-25 23:00:00,23.298901224676662
2001-05-25 23:15:00,23.298889779100378
2001-05-25 23:30:00,23.298878333524094
2001-05-25 23:45:00,23.29886688794781
2001-05-26 00:00:00,23.298855442371526
2001-05-26 00:15:00,23.298843996795238
2001-05-26 00:30:00,23.298832551218954
2001-05-26 00:45:00,23.29882110564267
2001-05-26 01:00:00,23.298809660066386
2001-05-26 01:15:00,23.298798214490102
2001-05-26 01:30:00,23.298786768913814
2001-05-26 01:45:00,23.29877532333753
2001-05-26 02:00:00,23.298763877761246
2001-05-26 02:15:00,23.298752432184962
2001-05-26 02:30:00,23.298740986608678
2001-05-26 02:45:00,23.29872954103239
2001-05-26 03:00:00,23.298718095456106
2001-05-26 03:15:00,23.298706649879822
2001-05-26 03:30:00,23.298695204303538
2001-05-26 03:45:00,23.298683758727254
2001-05-26 04:00:00,23.298672313150966
2001-05-26 04:15:00,23.298660867574682
2001-05-26 04:30:00,23.298649421998398
2001-05-26 04:45:00,23.298637976422114
2001-05-26 05:00:00,23.29862653084583
2001-05-26 05:15:00,23.298615085269542
2001-05-26 05:30:00,23.29860363969326
2001-05-26 05:45:00,23.298592194116974
2001-05-26 06:00:00,23.29858074854069
2001-05-26 06:15:00,23.298569302964406
2001-05-26 06:30:00,23.29855785738812
2001-05-26 06:45:00,23.298546411811834
2001-05-26 07:00:00,23.29853496623555
2001-05-26 07:15:00,23.298523520659266
2001-05-26 07:30:00,23.298512075082982
2001-05-26 07:45:00,23.298500629506698
2001-05-26 08:00:00,23.29848918393041
2001-05-26 08:15:00,23.298477738354126
2001-05-26 08:30:00,23.298466292777842
2001-05-26 08:45:00,23.29845484720156
2001-05-26 09:00:00,23.298443401625274
2001-05-26 09:15:00,23.298431956048987
2001-05-26 09:30:00,23.298420510472702
2001-05-26 09:45:00,23.29840906489642
2001-05-26 10:00:00,23.298397619320134
2001-05-26 10:15:00,23.29838617374385
2001-05-26 10:30:00,23.298374728167563
2001-05-26 10:45:00,23.29836328259128
2001-05-26 11:00:00,23.298351837014994
2001-05-26 11:15:00,23.29834039143871
2001-05-26 11:30:00,23.298328945862426
2001-05-26 11:45:00,23.29831750028614
2001-05-26 12:00:00,23.298306054709855
2001-05-26 12:15:00,23.29829460913357
2001-05-26 12:30:00,23.298283163557286
2001-05-26 12:45:00,23.298271717981002
2001-05-26 13:00:00,23.298260272404715
2001-05-26 13:15:00,23.29824882682843
2001-05-26 13:30:00,23.298237381252147
2001-05-26 13:45:00,23.298225935675863
2001-05-26 14:00:00,23.29821449009958
2001-05-26 14:15:00,23.29820304452329
2001-05-26 14:30:00,23.298191598947007
2001-05-26 14:45:00,23.298180153370723
2001-05-26 15:00:00,23.29816870779444
2001-05-26 15:15:00,23.298157262218155
2001-05-26 15:30:00,23.298145816641867
2001-05-26 15:45:00,23.298134371065583
2001-05-26 16:00:00,23.2981229254893
2001-05-26 16:15:00,23.298111479913015
2001-05-26 16:30:00,23.29810003433673
2001-05-26 16:45:00,23.298088588760447
2001-05-26 17:00:00,23.29807714318416
2001-05-26 17:15:00,23.298065697607875
2001-05-26 17:30:00,23.29805425203159
2001-05-26 17:45:00,23.298042806455307
2001-05-26 18:00:00,23.298031360879023
2001-05-26 18:15:00,23.298019915302735
2001-05-26 18:30:00,23.29800846972645
2001-05-26 18:45:00,23.297997024150167
2001-05-26 19:00:00,23.297985578573883
2001-05-26 19:15:00,23.2979741329976
2001-05-26 19:30:00,23.29796268742131
2001-05-26 19:45:00,23.297951241845027
2001-05-26 20:00:00,23.297939796268743
2001-05-26 20:15:00,23.29792835069246
2001-05-26 20:30:00,23.297916905116175
2001-05-26 20:45:00,23.297905459539887
2001-05-26 21:00:00,23.297894013963603
2001-05-26 21:15:00,23.29788256838732
2001-05-26 21:30:00,23.297871122811035
2001-05-26 21:45:00,23.29785967723475
2001-05-26 22:00:00,23.297848231658463
2001-05-26 22:15:00,23.29783678608218
2001-05-26 22:30:00,23.297825340505895
2001-05-26 22:45:00,23.29781389492961
2001-05-26 23:00:00,23.297802449353327
2001-05-26 23:15:00,23.29779100377704
2001-05-26 23:30:00,23.297779558200755
2001-05-26 23:45:00,23.29776811262447
2001-05-27 00:00:00,23.297756667048187
2001-05-27 00:15:00,23.297745221471903
2001-05-27 00:30:00,23.297733775895615
2001-05-27 00:45:00,23.29772233031933
2001-05-27 01:00:00,23.297710884743047
2001-05-27 01:15:00,23.297699439166763
2001-05-27 01:30:00,23.29768799359048
2001-05-27 01:45:00,23.297676548014195
2001-05-27 02:00:00,23.297665102437907
2001-05-27 02:15:00,23.297653656861623
2001-05-27 02:30:00,23.29764221128534
2001-05-27 02:45:00,23.297630765709055
2001-05-27 03:00:00,23.29761932013277
2001-05-27 03:15:00,23.297607874556483
2001-05-27 03:30:00,23.2975964289802
2001-05-27 03:45:00,23.297584983403915
2001-05-27 04:00:00,23.29757353782763
2001-05-27 04:15:00,23.297562092251347
2001-05-27 04:30:00,23.29755064667506
2001-05-27 04:45:00,23.297539201098775
2001-05-27 05:00:00,23.29752775552249
2001-05-27 05:15:00,23.297516309946207
2001-05-27 05:30:00,23.297504864369923
2001-05-27 05:45:00,23.297493418793636
2001-05-27 06:00:00,23.29748197321735
2001-05-27 06:15:00,23.297470527641067
2001-05-27 06:30:00,23.297459082064783
2001-05-27 06:45:00,23.2974476364885
2001-05-27 07:00:00,23.29743619091221
2001-05-27 07:15:00,23.297424745335928
2001-05-27 07:30:00,23.297413299759643
2001-05-27 07:45:00,23.29740185418336
2001-05-27 08:00:00,23.297390408607075
2001-05-27 08:15:00,23.297378963030788
2001-05-27 08:30:00,23.297367517454504
2001-05-27 08:45:00,23.29735607187822
2001-05-27 09:00:00,23.297344626301935
2001-05-27 09:15:00,23.29733318072565
2001-05-27 09:30:00,23.297321735149364
2001-05-27 09:45:00,23.29731028957308
2001-05-27 10:00:00,23.297298843996796
2001-05-27 10:15:00,23.29728739842051
2001-05-27 10:30:00,23.297275952844227
2001-05-27 10:45:00,23.297264507267943
2001-05-27 11:00:00,23.297253061691656
2001-05-27 11:15:00,23.29724161611537
2001-05-27 11:30:00,23.297230170539088
2001-05-27 11:45:00,23.297218724962804
2001-05-27 12:00:00,23.29720727938652
2001-05-27 12:15:00,23.297195833810232
2001-05-27 12:30:00,23.297184388233948
2001-05-27 12:45:00,23.297172942657664
2001-05-27 13:00:00,23.29716149708138
2001-05-27 13:15:00,23.297150051505096
2001-05-27 13:30:00,23.297138605928808
2001-05-27 13:45:00,23.297127160352524
2001-05-27 14:00:00,23.29711571477624
2001-05-27 14:15:00,23.297104269199956
2001-05-27 14:30:00,23.29709282362367
2001-05-27 14:45:00,23.297081378047384
2001-05-27 15:00:00,23.2970699324711
2001-05-27 15:15:00,23.297058486894816
2001-05-27 15:30:00,23.29704704131853
2001-05-27 15:45:00,23.297035595742248
2001-05-27 16:00:00,23.29702415016596
2001-05-27 16:15:00,23.297012704589676
2001-05-27 16:30:00,23.297001259013392
2001-05-27 16:45:00,23.296989813437108
2001-05-27 17:00:00,23.296978367860824
2001-05-27 17:15:00,23.296966922284536
2001-05-27 17:30:00,23.296955476708252
2001-05-27 17:45:00,23.296944031131968
2001-05-27 18:00:00,23.296932585555684
2001-05-27 18:15:00,23.2969211399794
2001-05-27 18:30:00,23.296909694403112
2001-05-27 18:45:00,23.296898248826828
2001-05-27 19:00:00,23.296886803250544
2001-05-27 19:15:00,23.29687535767426
2001-05-27 19:30:00,23.296863912097976
2001-05-27 19:45:00,23.29685246652169
2001-05-27 20:00:00,23.296841020945404
2001-05-27 20:15:00,23.29682957536912
2001-05-27 20:30:00,23.296818129792836
2001-05-27 20:45:00,23.296806684216552
2001-05-27 21:00:00,23.296795238640268
2001-05-27 21:15:00,23.29678379306398
2001-05-27 21:30:00,23.296772347487696
2001-05-27 21:45:00,23.296760901911412
2001-05-27 22:00:00,23.296749456335128
2001-05-27 22:15:00,23.296738010758844
2001-05-27 22:30:00,23.296726565182556
2001-05-27 22:45:00,23.296715119606272
2001-05-27 23:00:00,23.296703674029988
2001-05-27 23:15:00,23.296692228453704
2001-05-27 23:30:00,23.29668078287742
2001-05-27 23:45:00,23.296669337301132
2001-05-28 00:00:00,23.29665789172485
2001-05-28 00:15:00,23.296646446148564
2001-05-28 00:30:00,23.29663500057228
2001-05-28 00:45:00,23.296623554995996
2001-05-28 01:00:00,23.29661210941971
2001-05-28 01:15:00,23.296600663843424
2001-05-28 01:30:00,23.29658921826714
2001-05-28 01:45:00,23.296577772690856
2001-05-28 02:00:00,23.296566327114572
2001-05-28 02:15:00,23.296554881538285
2001-05-28 02:30:00,23.296543435962
2001-05-28 02:45:00,23.296531990385716
2001-05-28 03:00:00,23.296520544809432
2001-05-28 03:15:00,23.29650909923315
2001-05-28 03:30:00,23.29649765365686
2001-05-28 03:45:00,23.296486208080577
2001-05-28 04:00:00,23.296474762504292
2001-05-28 04:15:00,23.29646331692801
2001-05-28 04:30:00,23.296451871351724
2001-05-28 04:45:00,23.296440425775437
2001-05-28 05:00:00,23.296428980199153
2001-05-28 05:15:00,23.29641753462287
2001-05-28 05:30:00,23.296406089046584
2001-05-28 05:45:00,23.2963946434703
2001-05-28 06:00:00,23.296383197894016
2001-05-28 06:15:00,23.29637175231773
2001-05-28 06:30:00,23.296360306741445
2001-05-28 06:45:00,23.29634886116516
2001-05-28 07:00:00,23.296337415588876
2001-05-28 07:15:00,23.296325970012592
2001-05-28 07:30:00,23.296314524436305
2001-05-28 07:45:00,23.29630307886002
2001-05-28 08:00:00,23.296291633283737
2001-05-28 08:15:00,23.296280187707453
2001-05-28 08:30:00,23.29626874213117
2001-05-28 08:45:00,23.29625729655488
2001-05-28 09:00:00,23.296245850978597
2001-05-28 09:15:00,23.296234405402313
2001-05-28 09:30:00,23.29622295982603
2001-05-28 09:45:00,23.296211514249745
2001-05-28 10:00:00,23.296200068673457
2001-05-28 10:15:00,23.296188623097173
2001-05-28 10:30:00,23.29617717752089
2001-05-28 10:45:00,23.296165731944605
2001-05-28 11:00:00,23.29615428636832
2001-05-28 11:15:00,23.296142840792033
2001-05-28 11:30:00,23.29613139521575
2001-05-28 11:45:00,23.296119949639465
2001-05-28 12:00:00,23.29610850406318
2001-05-28 12:15:00,23.296097058486897
2001-05-28 12:30:00,23.29608561291061
2001-05-28 12:45:00,23.296074167334325
2001-05-28 13:00:00,23.29606272175804
2001-05-28 13:15:00,23.296051276181757
2001-05-28 13:30:00,23.296039830605473
2001-05-28 13:45:00,23.296028385029185
2001-05-28 14:00:00,23.2960169394529
2001-05-28 14:15:00,23.296005493876617
2001-05-28 14:30:00,23.295994048300333
2001-05-28 14:45:00,23.29598260272405
2001-05-28 15:00:00,23.295971157147765
2001-05-28 15:15:00,23.295959711571477
2001-05-28 15:30:00,23.295948265995193
2001-05-28 15:45:00,23.29593682041891
2001-05-28 16:00:00,23.295925374842625
2001-05-28 16:15:00,23.29591392926634
2001-05-28 16:30:00,23.295902483690053
2001-05-28 16:45:00,23.29589103811377
2001-05-28 17:00:00,23.295879592537485
2001-05-28 17:15:00,23.2958681469612
2001-05-28 17:30:00,23.295856701384917
2001-05-28 17:45:00,23.29584525580863
2001-05-28 18:00:00,23.295833810232345
2001-05-28 18:15:00,23.29582236465606
2001-05-28 18:30:00,23.295810919079777
2001-05-28 18:45:00,23.295799473503493
2001-05-28 19:00:00,23.295788027927205
2001-05-28 19:15:00,23.29577658235092
2001-05-28 19:30:00,23.295765136774637
2001-05-28 19:45:00,23.295753691198353
2001-05-28 20:00:00,23.29574224562207
2001-05-28 20:15:00,23.29573080004578
2001-05-28 20:30:00,23.295719354469497
2001-05-28 20:45:00,23.295707908893213
2001-05-28 21:00:00,23.29569646331693
2001-05-28 21:15:00,23.295685017740645
2001-05-28 21:30:00,23.295673572164358
2001-05-28 21:45:00,23.295662126588073
2001-05-28 22:00:00,23.29565068101179
2001-05-28 22:15:00,23.295639235435505
2001-05-28 22:30:00,23.29562778985922
2001-05-28 22:45:00,23.295616344282934
2001-05-28 23:00:00,23.29560489870665
2001-05-28 23:15:00,23.295593453130365
2001-05-28 23:30:00,23.29558200755408
2001-05-28 23:45:00,23.295570561977797
2001-05-29 00:00:00,23.295559116401513
2001-05-29 00:15:00,23.295547670825226
2001-05-29 00:30:00,23.29553622524894
2001-05-29 00:45:00,23.295524779672657
2001-05-29 01:00:00,23.295513334096373
2001-05-29 01:15:00,23.29550188852009
2001-05-29 01:30:00,23.2954904429438
2001-05-29 01:45:00,23.295478997367518
2001-05-29 02:00:00,23.295467551791234
2001-05-29 02:15:00,23.29545610621495
2001-05-29 02:30:00,23.295444660638665
2001-05-29 02:45:00,23.295433215062378
2001-05-29 03:00:00,23.295421769486094
2001-05-29 03:15:00,23.29541032390981
2001-05-29 03:30:00,23.295398878333526
2001-05-29 03:45:00,23.29538743275724
2001-05-29 04:00:00,23.295375987180954
2001-05-29 04:15:00,23.29536454160467
2001-05-29 04:30:00,23.295353096028386
2001-05-29 04:45:00,23.2953416504521
2001-05-29 05:00:00,23.295330204875818
2001-05-29 05:15:00,23.29531875929953
2001-05-29 05:30:00,23.295307313723246
2001-05-29 05:45:00,23.29529586814696
2001-05-29 06:00:00,23.295284422570678
2001-05-29 06:15:00,23.295272976994394
2001-05-29 06:30:00,23.295261531418106
2001-05-29 06:45:00,23.295250085841822
2001-05-29 07:00:00,23.295238640265538
2001-05-29 07:15:00,23.295227194689254
2001-05-29 07:30:00,23.29521574911297
2001-05-29 07:45:00,23.295204303536682
2001-05-29 08:00:00,23.295192857960398
2001-05-29 08:15:00,23.295181412384114
2001-05-29 08:30:00,23.29516996680783
2001-05-29 08:45:00,23.295158521231546
2001-05-29 09:00:00,23.29514707565526
2001-05-29 09:15:00,23.295135630078974
2001-05-29 09:30:00,23.29512418450269
2001-05-29 09:45:00,23.295112738926406
2001-05-29 10:00:00,23.295101293350122
2001-05-29 10:15:00,23.295089847773838
2001-05-29 10:30:00,23.29507840219755
2001-05-29 10:45:00,23.295066956621266
2001-05-29 11:00:00,23.295055511044982
2001-05-29 11:15:00,23.295044065468698
2001-05-29 11:30:00,23.295032619892414
2001-05-29 11:45:00,23.295021174316126
2001-05-29 12:00:00,23.295009728739842
2001-05-29 12:15:00,23.294998283163558
2001-05-29 12:30:00,23.294986837587274
2001-05-29 12:45:00,23.29497539201099
2001-05-29 13:00:00,23.294963946434702
2001-05-29 13:15:00,23.294952500858418
2001-05-29 13:30:00,23.294941055282134
2001-05-29 13:45:00,23.29492960970585
2001-05-29 14:00:00,23.294918164129566
2001-05-29 14:15:00,23.29490671855328
2001-05-29 14:30:00,23.294895272976994
2001-05-29 14:45:00,23.29488382740071
2001-05-29 15:00:00,23.294872381824426
2001-05-29 15:15:00,23.294860936248142
2001-05-29 15:30:00,23.294849490671854
2001-05-29 15:45:00,23.29483804509557
2001-05-29 16:00:00,23.294826599519286
2001-05-29 16:15:00,23.294815153943002
2001-05-29 16:30:00,23.294803708366718
2001-05-29 16:45:00,23.29479226279043
2001-05-29 17:00:00,23.294780817214146
2001-05-29 17:15:00,23.294769371637862
2001-05-29 17:30:00,23.29475792606158
2001-05-29 17:45:00,23.294746480485294
2001-05-29 18:00:00,23.29473503490901
2001-05-29 18:15:00,23.294723589332722
2001-05-29 18:30:00,23.29471214375644
2001-05-29 18:45:00,23.294700698180154
2001-05-29 19:00:00,23.29468925260387
2001-05-29 19:15:00,23.294677807027586
2001-05-29 19:30:00,23.2946663614513
2001-05-29 19:45:00,23.294654915875014
2001-05-29 20:00:00,23.29464347029873
2001-05-29 20:15:00,23.294632024722446
2001-05-29 20:30:00,23.294620579146162
2001-05-29 20:45:00,23.294609133569875
2001-05-29 21:00:00,23.29459768799359
2001-05-29 21:15:00,23.294586242417306
2001-05-29 21:30:00,23.294574796841022
2001-05-29 21:45:00,23.29456335126474
2001-05-29 22:00:00,23.29455190568845
2001-05-29 22:15:00,23.294540460112167
2001-05-29 22:30:00,23.294529014535883
2001-05-29 22:45:00,23.2945175689596
2001-05-29 23:00:00,23.294506123383314
2001-05-29 23:15:00,23.294494677807027
2001-05-29 23:30:00,23.294483232230743
2001-05-29 23:45:00,23.29447178665446
2001-05-30 00:00:00,23.294460341078175
2001-05-30 00:15:00,23.29444889550189
2001-05-30 00:30:00,23.294437449925603
2001-05-30 00:45:00,23.29442600434932
2001-05-30 01:00:00,23.294414558773035
2001-05-30 01:15:00,23.29440311319675
2001-05-30 01:30:00,23.294391667620467
2001-05-30 01:45:00,23.29438022204418
2001-05-30 02:00:00,23.294368776467895
2001-05-30 02:15:00,23.29435733089161
2001-05-30 02:30:00,23.294345885315327
2001-05-30 02:45:00,23.294334439739043
2001-05-30 03:00:00,23.29432299416276
2001-05-30 03:15:00,23.29431154858647
2001-05-30 03:30:00,23.294300103010187
2001-05-30 03:45:00,23.294288657433903
2001-05-30 04:00:00,23.29427721185762
2001-05-30 04:15:00,23.294265766281335
2001-05-30 04:30:00,23.294254320705047
2001-05-30 04:45:00,23.294242875128763
2001-05-30 05:00:00,23.29423142955248
2001-05-30 05:15:00,23.294219983976195
2001-05-30 05:30:00,23.29420853839991
2001-05-30 05:45:00,23.294197092823623
2001-05-30 06:00:00,23.29418564724734
2001-05-30 06:15:00,23.294174201671055
2001-05-30 06:30:00,23.29416275609477
2001-05-30 06:45:00,23.294151310518487
2001-05-30 07:00:00,23.2941398649422
2001-05-30 07:15:00,23.294128419365915
2001-05-30 07:30:00,23.29411697378963
2001-05-30 07:45:00,23.294105528213347
2001-05-30 08:00:00,23.294094082637063
2001-05-30 08:15:00,23.294082637060775
2001-05-30 08:30:00,23.29407119148449
2001-05-30 08:45:00,23.294059745908207
2001-05-30 09:00:00,23.294048300331923
2001-05-30 09:15:00,23.29403685475564
2001-05-30 09:30:00,23.29402540917935
2001-05-30 09:45:00,23.294013963603067
2001-05-30 10:00:00,23.294002518026783
2001-05-30 10:15:00,23.2939910724505
2001-05-30 10:30:00,23.293979626874215
2001-05-30 10:45:00,23.293968181297927
2001-05-30 11:00:00,23.293956735721643
2001-05-30 11:15:00,23.29394529014536
2001-05-30 11:30:00,23.293933844569075
2001-05-30 11:45:00,23.29392239899279
2001-05-30 12:00:00,23.293910953416507
2001-05-30 12:15:00,23.29389950784022
2001-05-30 12:30:00,23.293888062263935
2001-05-30 12:45:00,23.29387661668765
2001-05-30 13:00:00,23.293865171111367
2001-05-30 13:15:00,23.293853725535083
2001-05-30 13:30:00,23.293842279958795
2001-05-30 13:45:00,23.29383083438251
2001-05-30 14:00:00,23.293819388806227
2001-05-30 14:15:00,23.293807943229943
2001-05-30 14:30:00,23.29379649765366
2001-05-30 14:45:00,23.29378505207737
2001-05-30 15:00:00,23.293773606501087
2001-05-30 15:15:00,23.293762160924803
2001-05-30 15:30:00,23.29375071534852
2001-05-30 15:45:00,23.293739269772235
2001-05-30 16:00:00,23.293727824195948
2001-05-30 16:15:00,23.293716378619663
2001-05-30 16:30:00,23.29370493304338
2001-05-30 16:45:00,23.293693487467095
2001-05-30 17:00:00,23.29368204189081
2001-05-30 17:15:00,23.293670596314524
2001-05-30 17:30:00,23.29365915073824
2001-05-30 17:45:00,23.293647705161955
2001-05-30 18:00:00,23.29363625958567
2001-05-30 18:15:00,23.293624814009387
2001-05-30 18:30:00,23.2936133684331
2001-05-30 18:45:00,23.293601922856816
2001-05-30 19:00:00,23.29359047728053
2001-05-30 19:15:00,23.293579031704247
2001-05-30 19:30:00,23.293567586127963
2001-05-30 19:45:00,23.293556140551676
2001-05-30 20:00:00,23.29354469497539
2001-05-30 20:15:00,23.293533249399108
2001-05-30 20:30:00,23.293521803822824
2001-05-30 20:45:00,23.29351035824654
2001-05-30 21:00:00,23.293498912670252
2001-05-30 21:15:00,23.293487467093968
2001-05-30 21:30:00,23.293476021517684
2001-05-30 21:45:00,23.2934645759414
2001-05-30 22:00:00,23.293453130365116
2001-05-30 22:15:00,23.29344168478883
2001-05-30 22:30:00,23.293430239212544
2001-05-30 22:45:00,23.29341879363626
2001-05-30 23:00:00,23.293407348059976
2001-05-30 23:15:00,23.29339590248369
2001-05-30 23:30:00,23.293384456907408
2001-05-30 23:45:00,23.29337301133112
2001-05-31 00:00:00,23.293361565754836
2001-05-31 00:15:00,23.293350120178552
2001-05-31 00:30:00,23.293338674602268
2001-05-31 00:45:00,23.293327229025984
2001-05-31 01:00:00,23.293315783449696
2001-05-31 01:15:00,23.293304337873412
2001-05-31 01:30:00,23.293292892297128
2001-05-31 01:45:00,23.293281446720844
2001-05-31 02:00:00,23.29327000114456
2001-05-31 02:15:00,23.293258555568272
